,new_cases_per_million,new_deaths_per_million,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,stringency_index,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,Africa,Asia,Europe,North America,Oceania,South America
1027,1.628,0.058,0.078,0.0289,34.6,8.23,5.84,0.895,21.3,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,1.2000000000000002,67.94,0.512,1,0,0,0,0,0
1028,1.803,0.0,0.081,0.0245,40.8,8.23,5.84,0.895,21.3,82.328,18.7,3.008,1.796,2470.58,38.0,241.219,2.42,0.4,16.6,20.859,1.2000000000000002,67.94,0.512,1,0,0,0,0,0
1029,2796.168,8.441,4.886,0.4985,2.0,48.55,47.27,26.64,36.11,80.291,41.2,17.366,11.976,14048.881,0.5,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,0,0,1,0,0,0
1030,2597.814,8.877,4.866,0.5768,1.7,48.54,47.25,26.61,36.11,80.291,41.2,17.366,11.976,14048.881,0.5,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,0,0,1,0,0,0
1031,2273.578,8.586,4.828,0.4905,2.0,48.55,47.27,26.64,36.11,80.291,41.2,17.366,11.976,14048.881,0.5,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,0,0,1,0,0,0
1032,2112.916,8.877,4.758,0.4856,2.1,48.55,47.27,26.64,36.11,80.291,41.2,17.366,11.976,14048.881,0.5,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,0,0,1,0,0,0
1033,1853.44,8.732,4.724,0.4773,2.1,48.55,47.27,26.64,36.11,80.291,41.2,17.366,11.976,14048.881,0.5,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,0,0,1,0,0,0
1034,1542.884,9.168,4.653,0.4732,2.1,48.55,47.27,26.64,36.11,80.291,41.2,17.366,11.976,14048.881,0.5,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,0,0,1,0,0,0
1035,1664.691,9.168,4.556,0.4654,2.1,48.57,47.31,26.75,36.11,80.291,41.2,17.366,11.976,14048.881,0.5,439.415,10.08,37.7,40.2,97.719,5.609,76.0,0.806,0,0,1,0,0,0
1036,0.0,0.0,0.0975,0.03735,26.7,84.6,79.8,0.895,75.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,18.362499999999997,3.6,73.4,0.796,1,0,0,0,0,0
1037,40.441,0.0,0.0975,0.03735,26.7,84.6,79.8,0.895,75.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,18.362499999999997,3.6,73.4,0.796,1,0,0,0,0,0
1038,5833.586,0.0,0.0975,0.03735,26.7,84.6,79.8,0.895,75.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,18.362499999999997,3.6,73.4,0.796,1,0,0,0,0,0
1039,0.0,0.0,0.0975,0.03735,26.7,84.6,79.8,0.895,75.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,18.362499999999997,3.6,73.4,0.796,1,0,0,0,0,0
1040,0.0,0.0,0.0975,0.03735,26.7,84.6,79.8,0.895,75.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,18.362499999999997,3.6,73.4,0.796,1,0,0,0,0,0
1041,0.0,0.0,0.0975,0.03735,26.7,84.6,79.8,0.895,75.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,18.362499999999997,3.6,73.4,0.796,1,0,0,0,0,0
1042,3528.46,30.331,0.0975,0.03735,26.7,84.6,79.8,0.895,75.0,208.354,36.2,8.606,5.586,26382.287,1.1,242.648,10.55,7.1,35.7,18.362499999999997,3.6,73.4,0.796,1,0,0,0,0,0
1043,0.0,0.0,0.0975,0.03735,26.7,14.85,9.06,0.895,48.15,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,1.2000000000000002,54.7,0.452,1,0,0,0,0,0
1044,0.246,0.0,0.0975,0.03735,26.7,14.85,9.06,0.895,48.15,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,1.2000000000000002,54.7,0.452,1,0,0,0,0,0
1045,0.0,0.0,0.0975,0.03735,26.7,14.85,9.06,0.895,48.15,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,1.2000000000000002,54.7,0.452,1,0,0,0,0,0
1046,0.246,0.0,0.0975,0.03735,26.7,14.85,9.06,0.895,48.15,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,1.2000000000000002,54.7,0.452,1,0,0,0,0,0
1047,0.0,0.0,0.0975,0.03735,26.7,14.85,9.06,0.895,48.15,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,1.2000000000000002,54.7,0.452,1,0,0,0,0,0
1048,0.123,0.0,0.0975,0.03735,26.7,14.85,9.06,0.895,48.15,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,1.2000000000000002,54.7,0.452,1,0,0,0,0,0
1049,0.0,0.0,0.0975,0.03735,26.7,14.85,9.06,0.895,48.15,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,1.2000000000000002,54.7,0.452,1,0,0,0,0,0
1050,1148.599,0.55,43.528,0.0218,45.8,90.37,85.68,58.07,60.19,7915.731,42.4,12.922,7.049,85535.383,1.65,92.243,10.99,5.2,28.3,72.704,2.4,83.62,0.938,0,1,0,0,0,0
1051,568.615,0.183,43.764,0.0207,48.3,90.37,85.68,58.08,60.19,7915.731,42.4,12.922,7.049,85535.383,1.65,92.243,10.99,5.2,28.3,72.704,2.4,83.62,0.938,0,1,0,0,0,0
1052,787.92,0.183,44.0,0.0199,50.3,90.48,85.8,58.46,60.19,7915.731,42.4,12.922,7.049,85535.383,1.65,92.243,10.99,5.2,28.3,72.704,2.4,83.62,0.938,0,1,0,0,0,0
1053,2421.886,1.1,44.236,0.0243,41.1,90.54,85.96,58.95,60.19,7915.731,42.4,12.922,7.049,85535.383,1.65,92.243,10.99,5.2,28.3,72.704,2.4,83.62,0.938,0,1,0,0,0,0
1054,0.0,0.0,44.471,0.0211,47.4,90.57,86.14,59.38,60.19,7915.731,42.4,12.922,7.049,85535.383,1.65,92.243,10.99,5.2,28.3,72.704,2.4,83.62,0.938,0,1,0,0,0,0
1055,1905.164,0.367,44.707,0.0245,40.9,90.62,86.29,59.7,60.19,7915.731,42.4,12.922,7.049,85535.383,1.65,92.243,10.99,5.2,28.3,72.704,2.4,83.62,0.938,0,1,0,0,0,0
1056,2852.794,1.1,44.943,0.0308,32.5,90.66,86.4,60.11,60.19,7915.731,42.4,12.922,7.049,85535.383,1.65,92.243,10.99,5.2,28.3,72.704,2.4,83.62,0.938,0,1,0,0,0,0
1057,4349.573,3.67,12.774,0.254,3.9,51.66,50.34,29.4,50.0,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,97.164,5.82,77.54,0.86,0,0,1,0,0,0
1058,4456.927,4.955,12.977,0.264,3.8,51.66,50.34,29.4,50.0,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,97.164,5.82,77.54,0.86,0,0,1,0,0,0
1059,4159.273,3.487,13.233,0.271,3.7,51.66,50.34,29.4,50.0,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,97.164,5.82,77.54,0.86,0,0,1,0,0,0
1060,3740.501,4.588,13.299,0.28,3.6,51.66,50.34,29.4,50.0,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,97.164,5.82,77.54,0.86,0,0,1,0,0,0
1061,4881.388,3.12,13.326,0.285,3.5,51.66,50.34,29.4,46.3,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,97.164,5.82,77.54,0.86,0,0,1,0,0,0
1062,3403.392,3.67,13.266,0.292,3.4,51.66,50.34,29.4,46.3,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,97.164,5.82,77.54,0.86,0,0,1,0,0,0
1063,2364.904,2.753,13.019,0.308,3.2,51.66,50.34,29.4,46.3,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,97.164,5.82,77.54,0.86,0,0,1,0,0,0
1064,5689.551,6.735,15.407,0.466,2.1,60.68,58.24,28.55,62.96,102.619,44.5,19.062,12.93,31400.84,0.5,153.493,7.25,20.1,25.0,97.164,4.5,81.32,0.917,0,0,1,0,0,0
1065,11224.199,6.254,23.054,0.319,3.1,60.69,58.27,28.72,62.96,102.619,44.5,19.062,12.93,31400.84,0.5,153.493,7.25,20.1,25.0,97.164,4.5,81.32,0.917,0,0,1,0,0,0
1066,8110.749,9.14,28.986,0.242,4.1,60.7,58.31,28.93,62.96,102.619,44.5,19.062,12.93,31400.84,0.5,153.493,7.25,20.1,25.0,97.164,4.5,81.32,0.917,0,0,1,0,0,0
1067,5649.622,10.102,35.912,0.189,5.3,60.71,58.35,29.1,62.96,102.619,44.5,19.062,12.93,31400.84,0.5,153.493,7.25,20.1,25.0,97.164,4.5,81.32,0.917,0,0,1,0,0,0
1068,5952.212,12.508,40.206,0.158,6.3,60.71,58.36,29.13,62.96,102.619,44.5,19.062,12.93,31400.84,0.5,153.493,7.25,20.1,25.0,97.164,4.5,81.32,0.917,0,0,1,0,0,0
1069,3601.249,7.697,42.905,0.143,7.0,60.71,58.36,29.13,62.96,102.619,44.5,19.062,12.93,31400.84,0.5,153.493,7.25,20.1,25.0,97.164,4.5,81.32,0.917,0,0,1,0,0,0
1070,2679.049,7.216,50.511,0.121,8.3,60.72,58.38,29.21,62.96,102.619,44.5,19.062,12.93,31400.84,0.5,153.493,7.25,20.1,25.0,97.164,4.5,81.32,0.917,0,0,1,0,0,0
1071,430.401,4.261,3.823,0.134,7.5,28.1,11.36,31.93,87.5,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,13.9,36.45,35.89,1.4,73.0,0.567,0,0,0,0,1,0
1072,967.336,4.261,3.823,0.134,7.5,28.1,11.36,31.93,87.5,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,13.9,36.45,35.89,1.4,73.0,0.567,0,0,0,0,1,0
1073,269.888,8.523,3.823,0.134,7.5,28.1,11.36,31.93,87.5,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,13.9,36.45,35.89,1.4,73.0,0.567,0,0,0,0,1,0
1074,0.0,0.0,3.823,0.134,7.5,28.1,11.36,31.93,87.5,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,13.9,36.45,35.89,1.4,73.0,0.567,0,0,0,0,1,0
1075,615.061,5.682,3.823,0.134,7.5,28.1,11.36,31.93,87.5,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,13.9,36.45,35.89,1.4,73.0,0.567,0,0,0,0,1,0
1076,0.0,0.0,3.823,0.134,7.5,28.1,11.36,31.93,87.5,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,13.9,36.45,35.89,1.4,73.0,0.567,0,0,0,0,1,0
1077,751.426,17.046,3.823,0.134,7.5,28.1,11.36,31.93,87.5,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,13.9,36.45,35.89,1.4,73.0,0.567,0,0,0,0,1,0
1078,41.505,0.0,0.0975,0.03735,26.7,8.18,5.32,0.895,36.11,23.5,16.8,2.731,1.496,2705.406,36.8,365.769,6.05,1.6,24.6,9.831,0.9,57.4,0.543,1,0,0,0,0,0
1079,0.0,0.0,0.0975,0.03735,26.7,8.18,5.32,0.895,36.11,23.5,16.8,2.731,1.496,2705.406,36.8,365.769,6.05,1.6,24.6,9.831,0.9,57.4,0.543,1,0,0,0,0,0
1080,0.0,0.0,0.0975,0.03735,26.7,8.18,5.32,0.895,36.11,23.5,16.8,2.731,1.496,2705.406,36.8,365.769,6.05,1.6,24.6,9.831,0.9,57.4,0.543,1,0,0,0,0,0
1081,0.0,0.0,0.0975,0.03735,26.7,8.18,5.32,0.895,36.11,23.5,16.8,2.731,1.496,2705.406,36.8,365.769,6.05,1.6,24.6,9.831,0.9,57.4,0.543,1,0,0,0,0,0
1082,0.0,0.0,0.0975,0.03735,26.7,8.18,5.32,0.895,36.11,23.5,16.8,2.731,1.496,2705.406,36.8,365.769,6.05,1.6,24.6,9.831,0.9,57.4,0.543,1,0,0,0,0,0
1083,0.0,0.0,0.0975,0.03735,26.7,8.18,5.32,0.895,36.11,23.5,16.8,2.731,1.496,2705.406,36.8,365.769,6.05,1.6,24.6,9.831,0.9,57.4,0.543,1,0,0,0,0,0
1084,8.313,0.306,0.0975,0.03735,26.7,8.18,5.32,0.895,36.11,23.5,16.8,2.731,1.496,2705.406,36.8,365.769,6.05,1.6,24.6,9.831,0.9,57.4,0.543,1,0,0,0,0,0
1085,51.381,3.248,0.538,0.0992,10.1,32.84,27.85,1.08,41.67,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,1,0,0,0,0,0
1086,74.981,2.915,0.531,0.1004,10.0,32.78,27.8,1.05,41.67,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,1,0,0,0,0,0
1087,54.395,1.366,0.512,0.1003,10.0,32.84,27.85,1.08,41.67,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,1,0,0,0,0,0
1088,0.0,0.0,0.5,0.0846,11.8,32.84,27.85,1.08,41.67,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,1,0,0,0,0,0
1089,102.178,4.53,0.511,0.0957,10.4,32.84,27.85,1.08,41.67,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,1,0,0,0,0,0
1090,29.18,0.3,0.508,0.0942,10.6,32.91,27.92,1.11,41.67,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,1,0,0,0,0,0
1091,20.452,3.098,0.506,0.0939,10.6,32.84,27.85,1.08,41.67,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,1,0,0,0,0,0
1092,395.048,0.292,0.014,0.2395,4.2,87.14,85.88,53.21,50.93,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,72.704,12.27,83.03,0.916,0,1,0,0,0,0
1093,446.427,0.487,0.014,0.2395,4.2,87.14,85.89,53.23,50.93,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,72.704,12.27,83.03,0.916,0,1,0,0,0,0
1094,534.878,0.468,0.014,0.2395,4.2,87.17,85.99,53.87,50.93,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,72.704,12.27,83.03,0.916,0,1,0,0,0,0
1095,708.739,0.429,0.014,0.2395,4.2,87.19,86.06,54.57,48.15,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,72.704,12.27,83.03,0.916,0,1,0,0,0,0
1096,753.725,0.292,0.014,0.2395,4.2,87.2,86.09,54.97,48.15,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,72.704,12.27,83.03,0.916,0,1,0,0,0,0
1097,687.552,0.253,0.014,0.2395,4.2,87.2,86.1,54.99,48.15,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,72.704,12.27,83.03,0.916,0,1,0,0,0,0
1098,715.678,0.702,0.014,0.2395,4.2,87.22,86.14,55.48,46.3,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,72.704,12.27,83.03,0.916,0,1,0,0,0,0
1099,1.406,0.0,0.055,0.0165,60.8,2.86,2.44,0.895,36.11,64.699,19.2,3.441,2.032,1569.888,36.8,280.775,10.43,1.6,24.6,18.362499999999997,1.2000000000000002,57.85,0.433,1,0,0,0,0,0
1100,0.0,0.0,0.062,0.0118,84.5,2.86,2.44,0.895,36.11,64.699,19.2,3.441,2.032,1569.888,36.8,280.775,10.43,1.6,24.6,18.362499999999997,1.2000000000000002,57.85,0.433,1,0,0,0,0,0
1101,0.879,0.0,0.068,0.0098,102.4,2.86,2.44,0.895,36.11,64.699,19.2,3.441,2.032,1569.888,36.8,280.775,10.43,1.6,24.6,18.362499999999997,1.2000000000000002,57.85,0.433,1,0,0,0,0,0
1102,1.142,0.0,0.067,0.0109,91.5,2.86,2.44,0.895,36.11,64.699,19.2,3.441,2.032,1569.888,36.8,280.775,10.43,1.6,24.6,18.362499999999997,1.2000000000000002,57.85,0.433,1,0,0,0,0,0
1103,0.0,0.0,0.065,0.0104,96.2,2.86,2.44,0.895,36.11,64.699,19.2,3.441,2.032,1569.888,36.8,280.775,10.43,1.6,24.6,18.362499999999997,1.2000000000000002,57.85,0.433,1,0,0,0,0,0
1104,0.0,0.0,0.066,0.0102,97.9,2.86,2.44,0.895,36.11,64.699,19.2,3.441,2.032,1569.888,36.8,280.775,10.43,1.6,24.6,18.362499999999997,1.2000000000000002,57.85,0.433,1,0,0,0,0,0
1105,2.021,0.0,0.059,0.0132,75.9,2.86,2.44,0.895,36.11,64.699,19.2,3.441,2.032,1569.888,36.8,280.775,10.43,1.6,24.6,18.362499999999997,1.2000000000000002,57.85,0.433,1,0,0,0,0,0
1106,1665.903,8.728,4.642,0.311,3.2,87.55,81.94,46.89,46.76,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,97.164,2.97,83.56,0.904,0,0,1,0,0,0
1107,1844.51,4.792,4.409,0.304,3.3,87.57,81.96,47.29,46.76,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,97.164,2.97,83.56,0.904,0,0,1,0,0,0
1108,1590.922,3.915,4.183,0.298,3.4,87.59,81.97,47.65,46.76,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,97.164,2.97,83.56,0.904,0,0,1,0,0,0
1109,0.0,0.0,3.982,0.294,3.4,87.59,81.97,47.65,46.76,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,97.164,2.97,83.56,0.904,0,0,1,0,0,0
1110,0.0,0.0,3.88,0.29,3.4,87.59,81.97,47.65,46.76,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,97.164,2.97,83.56,0.904,0,0,1,0,0,0
1111,0.0,0.0,3.819,0.285,3.5,87.62,81.99,48.24,46.76,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,97.164,2.97,83.56,0.904,0,0,1,0,0,0
1112,4187.702,11.338,3.636,0.28,3.6,87.64,82.04,48.7,46.76,93.105,45.5,19.436,13.799,34272.36,1.0,99.403,7.17,27.4,31.4,97.164,2.97,83.56,0.904,0,0,1,0,0,0
1113,52.89,1.535,0.663,0.0868,11.5,77.57,64.8,24.47,52.78,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,72.704,3.6,76.98,0.782,0,1,0,0,0,0
1114,53.774,0.837,0.664,0.0891,11.2,77.73,64.86,24.96,52.78,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,72.704,3.6,76.98,0.782,0,1,0,0,0,0
1115,54.937,1.07,0.673,0.0746,13.4,77.84,64.93,25.44,52.78,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,72.704,3.6,76.98,0.782,0,1,0,0,0,0
1116,57.821,1.349,0.66,0.0789,12.7,77.955,65.05000000000001,26.035,52.78,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,72.704,3.6,76.98,0.782,0,1,0,0,0,0
1117,59.868,1.302,0.648,0.0835,12.0,78.07,65.17,26.63,52.78,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,72.704,3.6,76.98,0.782,0,1,0,0,0,0
1118,61.915,1.07,0.644,0.0868,11.5,78.1,65.19,26.88,52.78,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,72.704,3.6,76.98,0.782,0,1,0,0,0,0
1119,102.897,1.209,0.671,0.0945,10.6,78.13,65.22,27.17,52.78,341.955,34.1,10.069,5.331,11669.077,0.7,197.093,10.68,0.3,27.0,72.704,3.6,76.98,0.782,0,1,0,0,0,0
1120,12.826,0.022,0.0975,0.03735,26.7,9.82,4.42,0.895,11.11,23.258,19.7,3.548,2.034,4466.507,36.8,431.388,15.67,1.6,24.6,23.437,0.8,65.31,0.51,1,0,0,0,0,0
1121,9.241,2.026,0.0975,0.03735,26.7,9.82,4.42,0.895,11.11,23.258,19.7,3.548,2.034,4466.507,36.8,431.388,15.67,1.6,24.6,23.437,0.8,65.31,0.51,1,0,0,0,0,0
1122,5.589,1.225,0.0975,0.03735,26.7,9.82,4.42,0.895,11.11,23.258,19.7,3.548,2.034,4466.507,36.8,431.388,15.67,1.6,24.6,23.437,0.8,65.31,0.51,1,0,0,0,0,0
1123,0.0,0.0,0.0975,0.03735,26.7,9.82,4.42,0.895,11.11,23.258,19.7,3.548,2.034,4466.507,36.8,431.388,15.67,1.6,24.6,23.437,0.8,65.31,0.51,1,0,0,0,0,0
1124,0.0,0.0,0.0975,0.03735,26.7,9.82,4.42,0.895,11.11,23.258,19.7,3.548,2.034,4466.507,36.8,431.388,15.67,1.6,24.6,23.437,0.8,65.31,0.51,1,0,0,0,0,0
1125,0.0,0.0,0.0975,0.03735,26.7,9.82,4.42,0.895,11.11,23.258,19.7,3.548,2.034,4466.507,36.8,431.388,15.67,1.6,24.6,23.437,0.8,65.31,0.51,1,0,0,0,0,0
1126,7.125,0.356,0.0975,0.03735,26.7,9.82,4.42,0.895,11.11,23.258,19.7,3.548,2.034,4466.507,36.8,431.388,15.67,1.6,24.6,23.437,0.8,65.31,0.51,1,0,0,0,0,0
1127,315.986,6.759,1.191,0.417,2.4,44.77,39.41,6.95,60.19,3.612,29.6,6.933,4.229,13767.119,3.4,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,0,0,0,0,0,1
1128,868.54,6.759,1.19,0.417,2.4,44.77,39.41,6.95,60.19,3.612,29.6,6.933,4.229,13767.119,3.4,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,0,0,0,0,0,1
1129,655.629,5.069,1.141,0.417,2.4,44.77,39.41,6.95,60.19,3.612,29.6,6.933,4.229,13767.119,3.4,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,0,0,0,0,0,1
1130,665.768,0.0,0.938,0.417,2.4,44.77,39.41,6.95,60.19,3.612,29.6,6.933,4.229,13767.119,3.4,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,0,0,0,0,0,1
1131,253.465,8.449,0.73,0.417,2.4,44.77,39.41,6.95,60.19,3.612,29.6,6.933,4.229,13767.119,3.4,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,0,0,0,0,0,1
1132,217.98,6.759,0.61,0.417,2.4,44.77,39.41,6.95,60.19,3.612,29.6,6.933,4.229,13767.119,3.4,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,0,0,0,0,0,1
1133,604.936,3.38,0.546,0.417,2.4,44.77,39.41,6.95,60.19,3.612,29.6,6.933,4.229,13767.119,3.4,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,0,0,0,0,0,1
1134,11166.558,10.433,6.874,0.5337,1.9,76.53,74.08,42.815,50.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,97.164,2.22,82.8,0.945,0,0,1,0,0,0
1135,3858.699,6.594,6.48,0.5416,1.8,76.53,74.08,42.815,50.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,97.164,2.22,82.8,0.945,0,0,1,0,0,0
1136,3596.499,7.087,6.086,0.5646,1.8,76.53,74.08,42.815,50.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,97.164,2.22,82.8,0.945,0,0,1,0,0,0
1137,2768.559,7.874,5.692,0.5368,1.9,76.53,74.08,42.815,50.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,97.164,2.22,82.8,0.945,0,0,1,0,0,0
1138,0.0,0.0,5.298,0.5767,1.7,76.53,74.08,42.815,50.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,97.164,2.22,82.8,0.945,0,0,1,0,0,0
1139,0.0,0.0,4.904,0.6231,1.6,76.53,74.08,42.815,50.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,97.164,2.22,82.8,0.945,0,0,1,0,0,0
1140,0.0,0.0,4.504,0.6785,1.5,76.53,74.08,42.815,50.0,24.718,41.0,19.985,13.433,46949.283,0.5,133.982,4.79,18.8,18.9,97.164,2.22,82.8,0.945,0,0,1,0,0,0
1141,3757.561,1.721,11.28,0.399,2.5,69.56,67.96,39.95,56.48,214.243,43.1,18.436,12.644,57410.166,0.5,99.739,5.59,22.6,28.9,97.164,4.53,83.78,0.955,0,0,1,0,0,0
1142,4725.263,2.983,10.885,0.4,2.5,69.58,68.0,40.12,56.48,214.243,43.1,18.436,12.644,57410.166,0.5,99.739,5.59,22.6,28.9,97.164,4.53,83.78,0.955,0,0,1,0,0,0
1143,4215.711,2.18,10.469,0.399,2.5,69.59,68.02,40.28,56.48,214.243,43.1,18.436,12.644,57410.166,0.5,99.739,5.59,22.6,28.9,97.164,4.53,83.78,0.955,0,0,1,0,0,0
1144,3832.256,1.262,9.972,0.402,2.5,69.6,68.05,40.48,56.48,214.243,43.1,18.436,12.644,57410.166,0.5,99.739,5.59,22.6,28.9,97.164,4.53,83.78,0.955,0,0,1,0,0,0
1145,0.0,0.344,9.684,0.401,2.5,69.61,68.1,40.57,56.48,214.243,43.1,18.436,12.644,57410.166,0.5,99.739,5.59,22.6,28.9,97.164,4.53,83.78,0.955,0,0,1,0,0,0
1146,0.0,0.459,9.458,0.401,2.5,69.61,68.11,40.58,56.48,214.243,43.1,18.436,12.644,57410.166,0.5,99.739,5.59,22.6,28.9,97.164,4.53,83.78,0.955,0,0,1,0,0,0
1147,7877.006,2.524,9.171,0.4,2.5,69.62,68.13,40.69,56.48,214.243,43.1,18.436,12.644,57410.166,0.5,99.739,5.59,22.6,28.9,97.164,4.53,83.78,0.955,0,0,1,0,0,0
1148,4.432,0.164,1.762,0.2395,4.2,10.8,5.9,24.115000000000002,37.96,112.442,21.7,4.885,2.577,11840.846,1.65,376.264,8.35,2.75,38.3,70.598,1.5,72.7,0.567,0,1,0,0,0,0
1149,4.706,0.164,1.762,0.2395,4.2,10.8,5.9,24.115000000000002,37.96,112.442,21.7,4.885,2.577,11840.846,1.65,376.264,8.35,2.75,38.3,70.598,1.5,72.7,0.567,0,1,0,0,0,0
1150,4.76,0.164,1.762,0.2395,4.2,10.8,5.9,24.115000000000002,37.96,112.442,21.7,4.885,2.577,11840.846,1.65,376.264,8.35,2.75,38.3,70.598,1.5,72.7,0.567,0,1,0,0,0,0
